Year,CESM2,CNRM-ESM2-1,MPI-ESM1-2-LR,NorESM2-LM,UKESM,ACCESS-ESM1-5,UVic-ESCM-2-10
0.0,5.8871741022716595,4.866067801135309,0.10481976266665453,5.878705103413506,8.794605386263685,8.234273085149253,4.230106071186956
1.0,6.384024257798908,5.795920852826555,5.282003907064425,6.932946731868114,9.47467050803724,8.318287083744009,6.041851602005645
2.0,7.113864423933511,7.014992720719281,4.966212585854203,7.057691362953696,8.397370797358478,8.400999315971758,6.443734551670622
3.0,8.47505967142938,6.927582814567353,4.497532783175632,8.312188444088237,10.366198767359187,10.859535303453338,6.7433335670180625
4.0,8.533569950338197,7.439200814920233,7.078122108340195,7.951888915492103,10.091034821303728,10.072367195046862,7.028828812562763
5.0,7.863599107154232,7.10460513401945,9.869447927364154,8.847090536625046,9.90575338239893,10.67578597398821,7.347824114923483
6.0,8.63619749060648,6.541659586583144,10.594270885383635,9.425174671030032,8.820133543010812,11.992772993675025,7.606567085716469
7.0,8.530597139889284,9.585104274824813,11.238925736070657,9.944433151965638,10.886314800250517,9.752332940567166,7.881744806004412
8.0,9.176719838351522,8.110895618645532,11.365022870849515,10.503712530456179,11.115538062944152,9.687444893976549,8.122177647109597
9.0,9.148753105529133,8.025053741059711,11.090233259668592,10.644444243630755,10.703010589266526,10.502450775457314,8.417845268802765
10.0,9.887938731592575,8.768491208887408,10.858016474610755,10.262675276574086,9.99123724023844,11.147225670512237,8.625532834645453
11.0,11.269613316647408,9.83048257754845,9.464041711259913,10.592670373629167,9.455224371986262,12.202557650475912,8.851854040254668
12.0,11.112186758899954,8.749293806268883,11.466935466012625,11.064309052410584,13.971685322767412,12.02621837571405,9.086093159226003
13.0,10.593634350434074,8.275676507716396,11.0640396201886,11.295417070949942,13.10722233005482,13.17167264260874,9.393217690504502
14.0,11.203913854245673,9.663386447249383,10.311302228655544,11.381537989739211,10.438876188471136,14.258347151249561,9.607885274722875
15.0,11.293038577293855,10.151599548248912,11.228763708957317,11.687115273349304,12.96727715043523,12.189439850933704,9.808951667323289
16.0,11.151682350308748,12.147287175871272,13.016055934529557,12.002317836118264,13.961846894145342,13.055815435965076,10.056281992530616
17.0,11.736800518266984,10.776363434007768,14.181237418991579,12.52117104214166,15.657716506386691,14.42026686010257,10.353542318741006
18.0,12.709004800897867,12.08331570979087,14.664960356903524,12.952586185912292,13.366069221257092,15.518256722546827,10.598466658476879
19.0,12.49558960110134,10.819691519849494,11.343031263735574,12.654405169445248,10.771283039574715,14.689732498026535,10.846133751067601
20.0,12.792321191764929,11.498067448261844,11.812595070354492,13.303047666020653,15.291757776953022,14.75502108811447,11.05252090820823
21.0,12.862827161232376,12.554998826938977,14.75531158689795,13.130805828442078,13.685124421387782,15.18079882592695,11.29305860597733
22.0,12.386131342421287,11.103691027656602,16.11148212265382,13.818354716564816,14.456613168980544,16.71678300285657,11.525468325106962
23.0,13.332817918747148,12.085033739901428,13.84057745966183,14.496480962984544,13.027890530244061,14.118457334757448,11.795067634684568
24.0,14.027330780041938,13.228311970307525,14.938577658313639,14.518061852045928,15.722953279116963,15.103694202663695,12.065403405765394
25.0,13.74170204817719,13.026505855317598,13.351133609886478,14.66092125850814,15.518839407680243,15.189009967625092,12.366353239417286
26.0,13.710096907426994,13.354476312728151,15.876705744368891,14.408232350907527,16.25854603291635,14.772344594380076,12.60579070083859
27.0,14.611353559935965,12.093917371736731,16.026983400563775,14.87277871872993,15.448110380833239,15.469790959352732,12.930160449332453
28.0,15.143094169494153,12.896277495900081,15.259340497137869,15.474611962975164,14.861204394453209,15.673968007189007,13.193342005607704
29.0,14.825446596869265,14.302450669002114,17.810718514826483,14.733161511563226,16.050425219317646,16.4802620675995,13.483401219874018
30.0,14.910795958254214,13.52024385791995,16.286291892740756,14.657983015396498,15.619334218150394,16.48416736669991,13.808446256688132
31.0,15.740776861343106,14.784381407183941,15.098529130354795,14.939345123017617,15.378567381963729,16.60082566033845,14.135118224454677
32.0,15.389785805304927,14.233193744777733,15.114020294858063,16.422144707113482,16.524205272185824,15.693494502690704,14.4084223198887
33.0,15.292869235258307,14.155963446536994,16.86578259388123,16.364393032160695,19.498950485314936,17.54250342289455,14.726416986071767
34.0,15.79192648686488,14.73224049768926,18.32892564280812,16.17401514227237,16.64266725698151,16.014329844165637,15.04311947501595
35.0,16.328829217469558,14.427974011034351,18.64210513419479,17.230060244085347,13.82693653024399,16.681735446827794,15.346712041119122
36.0,16.01485232129476,13.97795353927727,18.3742720312939,16.967847376053797,17.402567482781517,16.114866262030883,15.658767453859491
37.0,17.145923546259656,16.14801004288383,14.821076457303873,17.300882034948504,16.663177356175623,14.719472852713926,15.959160671785302
38.0,16.800601046620336,15.025526125947607,17.621491444113676,16.43936889087136,18.27673714453777,15.584546671378412,16.25315493621605
39.0,16.410419778949628,16.242754186037107,17.672110715193003,16.962477483470476,17.363277969154577,16.682536533822667,16.57624909301541
40.0,15.977059182125371,15.217068781231092,16.93653907289982,18.034328306849474,18.101781526759098,16.467444675680518,16.84111019875179
41.0,16.715567945874813,18.164205956186414,17.42841996081049,17.740807951869805,18.997975795198094,15.552703463329383,17.176383364119296
42.0,18.11659621185352,16.061791763907458,20.444845328623273,17.193686820737767,18.496205102481238,15.988494788578535,17.471282876419167
43.0,17.854258560224444,14.276828355514512,20.744237372191556,17.89511637459474,15.700484142970424,16.234027952528866,17.77932537788846
44.0,17.61343476507385,16.48514363811297,18.863038814415,19.014890956311667,16.727787526732207,15.838691520524202,18.019222434601293
45.0,17.0339789792098,16.110470525955748,18.958383662122145,18.800703165346402,16.765446996932297,16.035458513657208,18.290188915887498
46.0,18.39316219118804,17.77286497055969,18.450404861549107,18.014875111075845,16.90669436788851,14.99925248569779,18.51504065053848
47.0,18.46993061988699,17.62858770873565,18.54858153551468,18.20626618824401,19.137015128971846,14.885598268290215,18.701169029501433
48.0,17.68881972586277,15.639677169521145,20.47487735339383,18.77760249536526,18.734650447294133,16.894824587482873,18.920033873102852
49.0,18.480338814851148,18.256153176133548,18.837330372552326,19.853708705319587,18.807993535704522,17.430751787099833,19.105220395047784
50.0,19.909845885417642,17.126304276537844,18.450466139094942,19.474675343918555,18.186150815037248,17.67758671741693,19.29057617240167
51.0,18.7870777451783,18.17457562816616,18.288021374122327,19.751275471324348,18.229700673287674,16.542546581456346,19.45344566582565
52.0,18.577635206780577,18.172190510442213,17.45183200152853,20.486646799056995,19.102294172806644,16.117169387141423,19.640984487482484
53.0,19.778302483577367,18.815614215645024,21.506262832397088,19.869717064341593,17.09440043633034,17.3553494737009,19.79094458934449
54.0,18.843525795023368,18.6578815357858,21.424437217676445,19.391796624424963,19.939433726243387,18.86389642105367,19.93639410884237
55.0,20.122287018736458,17.225900643560852,20.46918456892847,20.235376353648256,19.734543663066294,18.349698706174493,20.03979885905903
56.0,19.156122415720894,19.447952713550826,19.249994461916263,20.55929232702397,19.499605153966463,18.626574398801726,20.167822976115364
57.0,20.1656725224112,20.524008823290842,19.719989220455904,20.90519446437306,20.48713724680519,18.65311040550925,20.271416772014554
58.0,19.953593686613008,17.73567110936422,20.84394698935368,20.623933675480096,19.062766256399065,17.817176126285695,20.33236245243169
59.0,20.34236809184776,18.40386370311882,20.55427195727862,20.946025911751917,20.962965577918553,17.986505889842093,20.406324189984993
60.0,20.44060722837035,20.75745501558825,21.604689639295756,21.110668844731727,21.339627242218846,17.240693897549427,20.483835967361173
61.0,20.39479014600683,19.503597696389356,18.987310681967344,20.086640460962517,21.03759398255457,17.07697174295801,20.551460188885383
62.0,20.912298987561368,20.035644789060388,20.562862868298044,21.225564282269268,20.69537106570583,17.255013327584315,20.60292375691625
63.0,21.320617219133013,19.520974583369988,21.94249064951859,22.330445010972277,19.32619208331059,17.401712383533237,20.589485380297035
64.0,20.40810439507274,20.160221537495975,10.522909667306028,22.275732897858948,19.237321087627624,18.16925386056332,20.576263991931125
65.0,21.07448957626851,20.681564482693826,1.4658824565918627,-4.763094721416795,-13.795438512782095,16.14430620909517,20.449096104198457
66.0,10.520962512830478,20.455617435927984,1.16539645814724,0.7416530888679896,-0.0940676644547592,2.6570052904787884,17.006468257158282
67.0,0.2883407431376636,20.81169594670406,-0.02042149557001831,0.03080089330810856,0.5215010608989659,-0.6749157932399927,7.644988920683839
68.0,-0.057479831882911656,20.779799655578405,0.14387063672791156,0.37265028153780383,0.535714760132161,2.8428574733056755,1.3708446900157216
69.0,0.06914641293203694,21.116460885695556,0.05688866720575887,0.40598414304549846,-0.2047063846759701,2.0061221070870006,1.2307092684594403
70.0,0.5115987595779824,3.2661643725873013,0.6451802303013877,-0.46292526817450835,-0.36885562619069784,0.6591944609640148,1.3227300210111281
71.0,0.2625777229104061,-0.7656831785383313,-0.27772691518238335,0.7228078054624277,0.04582347645672206,-1.6664612212309142,1.403133711618878
72.0,-0.6347792607169777,-1.1896397369199903,0.535991679979933,0.08794465589295107,-0.23056440742582343,1.435147351441142,1.4375777111458359
73.0,1.1953839405224478,1.694333697662378,0.12802587064860016,0.24701505883334907,1.764343840658335,1.5558110800545464,1.4819570374639464
74.0,-0.835241098518648,-1.1090802829746667,-0.14765879452189118,0.2901768369560547,-0.2695648934863342,0.059180301751310754,1.4896617585346221
75.0,0.2653087792934675,-1.7160125665121484,1.0051817940240744,-0.22411702630820515,0.6399254594548078,0.045461686963127655,1.487385467567871
76.0,0.33026439652063894,-1.307423301129618,-1.5591790269871886,-0.4268558010110102,-0.3971398549415629,-0.1105500053022816,1.4366740442127768
