ACCESS-ESM1-5,CESM2,GFDL-ESM4,GISS,NorESM2-LM,MPI-ESM1-2-LR,CNRM-ESM2-1,UKESM,UVic-ESCM-2-10,HadCM3LC-Bris
713.8216552734375,629.9015588867371,,,,,615.3296647860589,688.0144,711.3340454101562,603.3708350607754
717.9160766601562,632.4309769108028,,,,,617.3239848920136,691.2689,714.3502807617188,605.7254146012529
721.15869140625,634.5728680055211,,,,,619.6296678776063,693.7913,717.3644409179688,606.1287950070457
723.4652709960938,636.5972426390181,,,,,621.5733312443292,695.6505,720.3995971679688,606.687896654085
725.9353637695312,639.4197460698172,,,,,623.5889489339158,698.6437,723.4327392578125,609.0993850814003
728.8418579101562,641.7787812660026,,,,,626.1832765540133,701.6796,726.4774780273438,612.1117570935759
732.947998046875,643.5268047742778,,,,,628.4776564314517,704.9349,729.5205688476562,613.7922605966186
735.53857421875,646.0106685234275,,,,,630.6262937952358,707.6997,732.5855712890625,615.6003522195464
738.6708984375,648.5263331399935,,,,,632.654924570364,710.3481,735.656005859375,617.9300263682046
741.348388671875,650.9699726535835,,,,,634.1539200340889,711.5726,738.7479248046875,620.4159754360304
743.5474243164062,653.5089888201126,,,,,635.877395285971,712.996,741.8468627929688,624.2497113296225
747.9959106445312,655.9234902611629,,,,,638.3196437401288,716.816,744.9402465820312,626.7544905614391
750.3009643554688,657.7593239663693,,,,,640.7333461643935,720.8089,748.03759765625,629.0425391289635
752.690673828125,659.9551175038187,,,,,643.0182164918255,722.5251,751.1470336914062,631.1517684000179
756.68701171875,662.2218594394909,,,,,645.7578471746498,724.7875,754.2577514648438,633.4646246177764
759.6083374023438,664.4722065703147,,,,,647.4773899531118,728.7495,757.3717041015625,635.5157892607125
762.9052124023438,666.5969230751509,,,,,649.7059572479765,731.7062,760.4885864257812,637.8659674346223
764.6212768554688,668.8756566541434,,,,,652.8211746804593,733.5906,763.6256713867188,639.7427090088278
766.784912109375,670.911568407354,,,,,655.2062720196376,737.2552,766.777587890625,642.3480717373726
771.0955810546875,673.1008207799568,,,,,657.873753722865,740.0627,769.935791015625,646.2012307232964
774.0238037109375,675.5081882036241,,,,,659.3899616640787,742.8903,773.0963745117188,649.6495416390859
776.820068359375,677.923554121968,,,,,661.86644247657,745.4221,776.2645263671875,652.9393836683206
779.2180786132812,679.7751321691952,,,,,664.0486467947482,747.7299,779.4291381835938,655.1372611824463
782.6739501953125,681.8839111484579,,,,,666.0768427191916,750.2753,782.6017456054688,658.1393849070829
786.58642578125,684.7447574878363,,,,,668.1477072181422,753.4414,785.777099609375,661.5381444493826
790.12353515625,687.0436731150704,,,,,671.0547477092706,756.5826,788.9710083007812,663.4761044089952
795.0189208984375,688.9256067412273,,,,,672.6868335739257,759.4852,792.1633911132812,665.2215278920154
798.1337280273438,691.1360020868094,,,,,675.2121475413236,763.5093,795.3681640625,668.1281235430762
801.117431640625,693.3196698015793,,,,,676.7479959384128,766.8347,798.577392578125,670.7173812935204
803.4810180664062,695.5944101893247,,,,,679.9282312560306,770.238,801.7908325195312,673.4435525775074
805.8578491210938,698.0423506058644,,,,,682.5653326298799,772.5013,805.001220703125,677.8099546177112
808.9524536132812,700.1281673268497,,,,,685.0484449957636,774.5457,808.2123413085938,682.693627290088
812.7696533203125,702.3281387406914,,,,,687.1034465508686,777.1908,811.4226684570312,686.2463395308517
817.130615234375,704.6974089789187,,,,,689.863230917656,781.2043,814.6453247070312,689.2488716896042
819.8513793945312,707.3544138009008,,,,,691.6625560611161,784.4582,817.8794555664062,691.4843195598486
823.0718994140625,709.5609190894484,,,,,694.0115034616274,787.4556,821.1275024414062,693.0794508150133
827.0614624023438,711.7922603380871,,,,,696.7757426085183,791.0197,824.3701171875,695.8413716956312
831.3992919921875,714.1782295056095,,,,,699.0632791129536,793.7708,827.607177734375,698.826443890685
835.4608154296875,716.6193935621857,,,,,701.6956108832065,796.9505,830.84521484375,701.436708656298
,719.2455112720229,,,,,703.9846307156026,800.9081,834.0862426757812,705.4313130049092
,721.4988446755931,,,,,706.03844009157,803.5079,837.3368530273438,707.736542499922
,723.6675779230836,,,,,708.0205658895178,805.5864,840.6028442382812,710.3441422344804
,726.4917182844191,,,,,710.0083081832541,808.6797,843.8764038085938,712.507888908776
,728.6730381591755,,,,,711.7928449977363,813.201,847.1566162109375,714.2107532982127
,730.7135453966705,,,,,714.2494579554485,816.2479,850.44140625,715.75235184235
,733.3025582998757,,,,,716.801866202335,818.6475,853.75390625,718.9033333835927
,735.8517665462168,,,,,718.9089366096837,821.4634,857.0665283203125,722.9451428209524
,738.2809557791782,,,,,721.559749636628,823.3055,860.376708984375,725.9947174918111
,740.8718648833704,,,,,724.1405496932712,826.6482,863.6893920898438,728.483638892775
,,,,,,,830.0869,866.9985961914062,730.474607848707
,,,,,,,833.7014,870.3196411132812,732.099898489253
,,,,,,,836.9285,873.6426391601562,734.5370299158835
,,,,,,,839.3387,876.9656982421875,736.5093413166333
,,,,,,,842.6407,880.288330078125,739.637613253125
,,,,,,,846.0336,883.6220092773438,743.7148040880298
,,,,,,,849.5728,886.9520874023438,745.7481274652242
,,,,,,,853.4262,890.2782592773438,746.8783849274431
,,,,,,,856.8448,893.620849609375,748.8010586983452
,,,,,,,860.7802,896.95703125,751.3646155583888
,,,,,,,863.8907,900.2952270507812,
,,,,,,,867.1053,903.6466674804688,
,,,,,,,870.6665,906.9912109375,
,,,,,,,873.8025,910.336181640625,
,,,,,,,875.7491,913.6951904296875,
,,,,,,,879.1358,917.0574340820312,
,,,,,,,883.7376,920.4168090820312,
,,,,,,,886.3485,923.7915649414062,
,,,,,,,888.5516,927.1773071289062,
,,,,,,,891.8218,930.5774536132812,
,,,,,,,895.4085,933.99462890625,
,,,,,,,898.0427,937.4166870117188,
,,,,,,,902.03,940.8438110351562,
,,,,,,,904.5838,944.270263671875,
,,,,,,,906.8087,947.7131958007812,
,,,,,,,909.2642,951.1630859375,
,,,,,,,912.9452,954.6268920898438,
,,,,,,,916.8469,958.1012573242188,
,,,,,,,918.7438,961.594970703125,
,,,,,,,921.2815,965.0897827148438,
,,,,,,,924.7095,968.5966796875,
,,,,,,,927.5587,972.124755859375,
,,,,,,,930.4329,975.6534423828125,
,,,,,,,934.038,979.1980590820312,
,,,,,,,937.2843,982.7611083984375,
,,,,,,,939.8152,986.330810546875,
,,,,,,,943.4453,989.8946533203125,
,,,,,,,947.1362,993.4633178710938,
,,,,,,,950.5178,997.04150390625,
,,,,,,,954.053,1000.6275634765625,
,,,,,,,957.6228,,
,,,,,,,960.0152,,
,,,,,,,962.3794,,
,,,,,,,965.7725,,
,,,,,,,969.4555,,
,,,,,,,971.2162,,
,,,,,,,973.7528,,
,,,,,,,977.7308,,
,,,,,,,980.9374,,
,,,,,,,984.6096,,
,,,,,,,987.2729,,
,,,,,,,991.8808,,
,,,,,,,995.4717,,
,,,,,,,999.1894,,
,,,,,,,1003.5043,,
,,,,,,,1005.4318,,
