ACCESS-ESM1-5,CESM2,GFDL-ESM4,GISS,NorESM2-LM,MPI-ESM1-2-LR,CNRM-ESM2-1,UKESM,UVic-ESCM-2-10,HadCM3LC-Bris
-0.11173279583454132,0.13255298991528575,0.1333221197128296,0.10139567057291665,0.06620117871556312,-0.04013889655470848,-0.04889661727645772,-0.08571333333331532,-0.030284129083156586,-0.12174664936480376
-0.025917362421751022,0.09814814121564863,0.1393035650253296,0.21513468424479165,0.07070987286435974,0.00997096672654152,-0.00913648185087651,-0.008213333333328965,0.0017478838562965393,-0.048052668966812956
-0.024086307734251022,0.17654621083251554,-0.08533632755279541,-0.13999837239583335,0.17258533713236485,0.07356959581375122,0.15469819461440865,-0.048913333333344244,0.027083195745944977,0.09773503541248893
0.10774962604045868,0.07499750644997816,0.11873471736907959,-0.27439778645833335,0.02883879857170195,0.04772121086716652,0.11803817204986161,-0.061613333333339515,0.0565669909119606,0.001016158924363214
0.17043273150920868,0.08721072482542835,0.02797543630003929,0.0011759440104166519,0.07355537607854894,-0.08902806043624878,0.06013657908249287,0.18008666666664075,0.08252314478158951,0.07369080573494621
0.18444029986858368,0.147748402747101,-0.03440249338746071,0.27507120768229165,0.05044688062752238,0.12642604112625122,0.09821546061504877,0.2537866666666715,0.11039427667856216,0.014287064954492695
0.06090514734387398,0.08743362856047865,0.05492245778441429,0.06343180338541665,-0.004140949711721811,0.18105250597000122,0.14754219735868618,0.13448666666666176,0.13509348034858704,0.0728540719870859
0.2641827464103699,0.171674183997101,0.05458676442503929,0.06453043619791665,-0.031714397534027564,0.02690822258591652,0.14709800840347215,0.1538866666666805,0.16344812512397766,0.029852241054305256
0.24141661822795868,0.21661035627342384,0.1716827154159546,0.24421793619791665,-0.09698549792308205,0.11318141222000122,0.3049052494045526,0.2093866666666755,0.18874719738960266,0.05950122462519922
0.22371642291545868,0.11959940673360192,0.2358306646347046,0.41572672526041665,0.04117667115882677,0.14910060167312622,0.19917896049787204,0.21518666666664066,0.2128761112689972,0.18238495471701363
0.11724059283733368,0.28710512564414925,0.03975522145628929,0.07206827799479165,0.035029875497788174,0.08141261339187622,0.24512116504126596,0.2726866666666452,0.23801591992378235,0.24776397919470647
