Year;GFDL-ESM2M;NorESM2;ACCESS;UKESM1;CanESM5;CESM;MPIESM;CNRM-ESM2-1;MIROC-ES2L;UVic-ESCM-2-10
155.0;287.9004828466129;288.6;289.27;289.4222656849813;15.36;288.8910151;287.9749;288.780095;289.2596;288.4266662597656
156.0;288.069294801477;288.73;289.45;289.3624784167436;15.49;288.84006299;288.1066;288.941237;289.46637000000004;288.4278259277344
157.0;287.8009134370987;288.77;289.45;289.4021402558961;15.38;288.74604398;288.0619;288.807817;289.26956;288.4286804199219
158.0;287.9778778494221;288.93;289.37;289.54902356556414;15.35;288.80752289;287.8221;289.032769;289.02193;288.4296569824219
159.0;287.94936690657113;288.76;289.30;289.4285474911745;15.28;288.75190492;287.9089;289.015561;289.04591;288.4309997558594
160.0;287.93143603181187;288.38;289.37;289.44237067109725;;288.71829065;287.8329;288.854991;289.1503;288.4317932128906
161.0;287.900046319831;288.49;289.33;289.49167588507305;;288.79272079;287.892;288.949149;289.5322;288.4326477050781
162.0;287.9700817369436;288.83;289.22;289.46567491707884;;288.6501659;287.968;288.90543;289.37338;288.4341125488281
163.0;288.2001127060146;288.91;289.24;289.4612203224044;;288.8889139;288.0511;288.914631;289.00446;288.4344482421875
164.0;288.16837392310583;288.65;289.38;289.4705038902036;;288.83705278;288.0585;288.897387;289.05733;288.4344482421875
165.0;288.1215158958958;288.7;289.42;289.3200370044642;;288.8798197;288.0891;288.761323;289.19943;288.43365478515625
166.0;288.13548600706343;;289.48;;;288.82765397;287.9059;288.61902;289.41565;288.4342041015625
167.0;287.9991654069457;;;;;288.78562787;287.7509;288.623836;289.14033;288.4364929199219
168.0;288.0407696449594;;;;;288.6198244;287.9538;288.746033;289.03533;288.4379577636719
169.0;288.2562510869275;;;;;288.84769153;287.9566;288.789755;289.12383;288.4396057128906
170.0;288.1467377963132;;;;;288.87503823;287.8428;288.693513;289.26398;288.44134521484375
171.0;287.8556566212276;;;;;288.85885477;287.877;;289.42325;288.4406433105469
172.0;287.97761288995616;;;;;288.90160747;287.9826;;289.2979;288.4422607421875
173.0;288.0059381354346;;;;;288.78292627;288.0686;;289.09102;288.4429626464844
174.0;288.05437939787566;;;;;288.77420759;287.9173;;289.08049;288.44366455078125
175.0;287.93748561911394;;;;;288.87759363;287.9229;;289.22175;288.44403076171875
176.0;287.8557697452911;;;;;288.95116025;287.9641;;289.07845;288.44488525390625
177.0;288.05070667005566;;;;;288.81533235;287.8138;;289.15505;288.4461975097656
178.0;288.207013023063;;;;;289.01727781;287.8593;;289.47327;288.4461364746094
179.0;287.79653144731924;;;;;288.91202339;287.8999;;289.2034;288.44805908203125
180.0;287.8343055202537;;;;;288.60311183;287.9334;;289.11872;288.4479675292969
